FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;COMUNA;FECHA(YYYYMMDD)
190901;0;11;;;LaSerena;20190901
190902;0;10;;;LaSerena;20190902
190903;0;10;;;LaSerena;20190903
190904;0;8;;;LaSerena;20190904
190905;0;;;;LaSerena;20190905
190906;0;9;;;LaSerena;20190906
190907;0;6;;;LaSerena;20190907
190908;0;6;;;LaSerena;20190908
190909;0;4;;;LaSerena;20190909
190910;0;;;;LaSerena;20190910
190911;0;5;;;LaSerena;20190911
190912;0;8;;;LaSerena;20190912
190913;0;8;;;LaSerena;20190913
190914;0;7;;;LaSerena;20190914
190915;0;6;;;LaSerena;20190915
190916;0;4;;;LaSerena;20190916
190917;0;6;;;LaSerena;20190917
190918;0;8;;;LaSerena;20190918
190919;0;7;;;LaSerena;20190919
190920;0;11;;;LaSerena;20190920
190921;0;12;;;LaSerena;20190921
190922;0;7;;;LaSerena;20190922
190923;0;6;;;LaSerena;20190923
190924;0;6;;;LaSerena;20190924
190925;0;7;;;LaSerena;20190925
190926;0;6;;;LaSerena;20190926
190927;0;4;;;LaSerena;20190927
190928;0;7;;;LaSerena;20190928
190929;0;5;;;LaSerena;20190929
190930;0;4;;;LaSerena;20190930
191001;0;5;;;LaSerena;20191001
191002;0;7;;;LaSerena;20191002
191003;0;7;;;LaSerena;20191003
191004;0;9;;;LaSerena;20191004
191005;0;14;;;LaSerena;20191005
191006;0;15;;;LaSerena;20191006
191007;0;13;;;LaSerena;20191007
191008;0;11;;;LaSerena;20191008
191009;0;6;;;LaSerena;20191009
191010;0;7;;;LaSerena;20191010
191011;0;8;;;LaSerena;20191011
191012;0;9;;;LaSerena;20191012
191013;0;8;;;LaSerena;20191013
191014;0;7;;;LaSerena;20191014
191015;0;6;;;LaSerena;20191015
191016;0;7;;;LaSerena;20191016
191017;0;8;;;LaSerena;20191017
191018;0;9;;;LaSerena;20191018
191019;0;7;;;LaSerena;20191019
191020;0;7;;;LaSerena;20191020
191021;0;11;;;LaSerena;20191021
191022;0;11;;;LaSerena;20191022
191023;0;6;;;LaSerena;20191023
191024;0;7;;;LaSerena;20191024
191025;0;8;;;LaSerena;20191025
191026;0;4;;;LaSerena;20191026
191027;0;5;;;LaSerena;20191027
191028;0;5;;;LaSerena;20191028
191029;0;7;;;LaSerena;20191029
191030;0;8;;;LaSerena;20191030
191031;0;6;;;LaSerena;20191031
191101;0;5;;;LaSerena;20191101
191102;0;8;;;LaSerena;20191102
191103;0;8;;;LaSerena;20191103
191104;0;6;;;LaSerena;20191104
191105;0;8;;;LaSerena;20191105
191106;0;11;;;LaSerena;20191106
191107;0;10;;;LaSerena;20191107
191108;0;7;;;LaSerena;20191108
191109;0;4;;;LaSerena;20191109
191110;0;3;;;LaSerena;20191110
191111;0;4;;;LaSerena;20191111
191112;0;4;;;LaSerena;20191112
191113;0;3;;;LaSerena;20191113
191114;0;6;;;LaSerena;20191114
191115;0;6;;;LaSerena;20191115
191116;0;5;;;LaSerena;20191116
191117;0;7;;;LaSerena;20191117
191118;0;12;;;LaSerena;20191118
191119;0;11;;;LaSerena;20191119
191120;0;9;;;LaSerena;20191120
191121;0;5;;;LaSerena;20191121
191122;0;6;;;LaSerena;20191122
191123;0;7;;;LaSerena;20191123
191124;0;5;;;LaSerena;20191124
191125;0;7;;;LaSerena;20191125
191126;0;11;;;LaSerena;20191126
191127;0;14;;;LaSerena;20191127
191128;0;11;;;LaSerena;20191128
191129;0;6;;;LaSerena;20191129
191130;0;9;;;LaSerena;20191130
191201;0;9;;;LaSerena;20191201
191202;0;8;;;LaSerena;20191202
191203;0;10;;;LaSerena;20191203
191204;0;14;;;LaSerena;20191204
191205;0;12;;;LaSerena;20191205
191206;0;8;;;LaSerena;20191206
191207;0;9;;;LaSerena;20191207
191208;0;4;;;LaSerena;20191208
191209;0;5;;;LaSerena;20191209
191210;0;4;;;LaSerena;20191210
191211;0;6;;;LaSerena;20191211
191212;0;7;;;LaSerena;20191212
191213;0;7;;;LaSerena;20191213
191214;0;8;;;LaSerena;20191214
191215;0;10;;;LaSerena;20191215
191216;0;12;;;LaSerena;20191216
191217;0;13;;;LaSerena;20191217
191218;0;10;;;LaSerena;20191218
191219;0;7;;;LaSerena;20191219
191220;0;8;;;LaSerena;20191220
191221;0;12;;;LaSerena;20191221
191222;0;13;;;LaSerena;20191222
191223;0;9;;;LaSerena;20191223
191224;0;7;;;LaSerena;20191224
191225;0;7;;;LaSerena;20191225
191226;0;11;;;LaSerena;20191226
191227;0;7;;;LaSerena;20191227
191228;0;7;;;LaSerena;20191228
191229;0;6;;;LaSerena;20191229
191230;0;6;;;LaSerena;20191230
191231;0;10;;;LaSerena;20191231
200101;0;5;;;LaSerena;20200101
200102;0;5;;;LaSerena;20200102
200103;0;5;;;LaSerena;20200103
200104;0;7;;;LaSerena;20200104
200105;0;5;;;LaSerena;20200105
200106;0;8;;;LaSerena;20200106
200107;0;6;;;LaSerena;20200107
200108;0;5;;;LaSerena;20200108
200109;0;6;;;LaSerena;20200109
200110;0;8;;;LaSerena;20200110
200111;0;10;;;LaSerena;20200111
200112;0;9;;;LaSerena;20200112
200113;0;5;;;LaSerena;20200113
200114;0;4;;;LaSerena;20200114
200115;0;9;;;LaSerena;20200115
200116;0;13;;;LaSerena;20200116
200117;0;11;;;LaSerena;20200117
200118;0;9;;;LaSerena;20200118
200119;0;4;;;LaSerena;20200119
200120;0;5;;;LaSerena;20200120
200121;0;3;;;LaSerena;20200121
200122;0;5;;;LaSerena;20200122
200123;0;5;;;LaSerena;20200123
200124;0;8;;;LaSerena;20200124
200125;0;7;;;LaSerena;20200125
200126;0;7;;;LaSerena;20200126
200127;0;7;;;LaSerena;20200127
200128;0;6;;;LaSerena;20200128
200129;0;8;;;LaSerena;20200129
200130;0;10;;;LaSerena;20200130
200131;0;10;;;LaSerena;20200131
200201;0;6;;;LaSerena;20200201
200202;0;4;;;LaSerena;20200202
200203;0;4;;;LaSerena;20200203
200204;0;7;;;LaSerena;20200204
200205;0;8;;;LaSerena;20200205
200206;0;8;;;LaSerena;20200206
200207;0;7;;;LaSerena;20200207
200208;0;8;;;LaSerena;20200208
200209;0;8;;;LaSerena;20200209
200210;0;8;;;LaSerena;20200210
200211;0;7;;;LaSerena;20200211
200212;0;7;;;LaSerena;20200212
200213;0;14;;;LaSerena;20200213
200214;0;18;;;LaSerena;20200214
200215;0;11;;;LaSerena;20200215
200216;0;9;;;LaSerena;20200216
200217;0;7;;;LaSerena;20200217
200218;0;10;;;LaSerena;20200218
200219;0;9;;;LaSerena;20200219
200220;0;9;;;LaSerena;20200220
200221;0;8;;;LaSerena;20200221
200222;0;5;;;LaSerena;20200222
200223;0;8;;;LaSerena;20200223
200224;0;10;;;LaSerena;20200224
200225;0;9;;;LaSerena;20200225
200226;0;10;;;LaSerena;20200226
200227;0;9;;;LaSerena;20200227
200228;0;7;;;LaSerena;20200228
200229;0;5;;;LaSerena;20200229
200301;0;4;;;LaSerena;20200301
200302;0;4;;;LaSerena;20200302
200303;0;2;;;LaSerena;20200303
200304;0;4;;;LaSerena;20200304
200305;0;7;;;LaSerena;20200305
200306;0;6;;;LaSerena;20200306
200307;0;10;;;LaSerena;20200307
200308;0;7;;;LaSerena;20200308
200309;0;7;;;LaSerena;20200309
200310;0;6;;;LaSerena;20200310
200311;0;6;;;LaSerena;20200311
200312;0;6;;;LaSerena;20200312
200313;0;6;;;LaSerena;20200313
200314;0;6;;;LaSerena;20200314
200315;0;7;;;LaSerena;20200315
200316;0;5;;;LaSerena;20200316
200317;0;;;6;LaSerena;20200317
200318;0;8;;;LaSerena;20200318
200319;0;7;;;LaSerena;20200319
200320;0;7;;;LaSerena;20200320
200321;0;6;;;LaSerena;20200321
200322;0;7;;;LaSerena;20200322
200323;0;6;;;LaSerena;20200323
200324;0;4;;;LaSerena;20200324
200325;0;2;;;LaSerena;20200325
200326;0;3;;;LaSerena;20200326
200327;0;3;;;LaSerena;20200327
200328;0;5;;;LaSerena;20200328
200329;0;9;;;LaSerena;20200329
200330;0;11;;;LaSerena;20200330
200331;0;10;;;LaSerena;20200331
200401;0;15;;;LaSerena;20200401
200402;0;14;;;LaSerena;20200402
200403;0;8;;;LaSerena;20200403
200404;0;9;;;LaSerena;20200404
200405;0;11;;;LaSerena;20200405
200406;0;14;;;LaSerena;20200406
200407;0;14;;;LaSerena;20200407
200408;0;7;;;LaSerena;20200408
200409;0;8;;;LaSerena;20200409
200410;0;6;;;LaSerena;20200410
200411;0;8;;;LaSerena;20200411
200412;0;12;;;LaSerena;20200412
200413;0;10;;;LaSerena;20200413
200414;0;12;;;LaSerena;20200414
200415;0;9;;;LaSerena;20200415
200416;0;11;;;LaSerena;20200416
200417;0;14;;;LaSerena;20200417
200418;0;12;;;LaSerena;20200418
200419;0;7;;;LaSerena;20200419
200420;0;4;;;LaSerena;20200420
200421;0;5;;;LaSerena;20200421
200422;0;7;;;LaSerena;20200422
200423;0;7;;;LaSerena;20200423
200424;0;5;;;LaSerena;20200424
200425;0;6;;;LaSerena;20200425
200426;0;6;;;LaSerena;20200426
200427;0;4;;;LaSerena;20200427
200428;0;8;;;LaSerena;20200428
200429;0;10;;;LaSerena;20200429
200430;0;10;;;LaSerena;20200430
200501;0;14;;;LaSerena;20200501
200502;0;13;;;LaSerena;20200502
200503;0;14;;;LaSerena;20200503
200504;0;14;;;LaSerena;20200504
200505;0;13;;;LaSerena;20200505
200506;0;13;;;LaSerena;20200506
200507;0;10;;;LaSerena;20200507
200508;0;9;;;LaSerena;20200508
200509;0;16;;;LaSerena;20200509
200510;0;19;;;LaSerena;20200510
200511;0;15;;;LaSerena;20200511
200512;0;15;;;LaSerena;20200512
200513;0;16;;;LaSerena;20200513
200514;0;22;;;LaSerena;20200514
200515;0;;;13;LaSerena;20200515
200516;0;;;;LaSerena;20200516
200517;0;;;;LaSerena;20200517
200518;0;;;;LaSerena;20200518
200519;0;14;;;LaSerena;20200519
200520;0;15;;;LaSerena;20200520
200521;0;14;;;LaSerena;20200521
200522;0;17;;;LaSerena;20200522
200523;0;23;;;LaSerena;20200523
200524;0;21;;;LaSerena;20200524
200525;0;14;;;LaSerena;20200525
200526;0;13;;;LaSerena;20200526
200527;0;12;;;LaSerena;20200527
200528;0;12;;;LaSerena;20200528
200529;0;12;;;LaSerena;20200529
200530;0;13;;;LaSerena;20200530
200531;0;14;;;LaSerena;20200531
200601;0;15;;;LaSerena;20200601
200602;0;14;;;LaSerena;20200602
200603;0;7;;;LaSerena;20200603
200604;0;13;;;LaSerena;20200604
200605;0;20;;;LaSerena;20200605
200606;0;20;;;LaSerena;20200606
200607;0;22;;;LaSerena;20200607
200608;0;23;;;LaSerena;20200608
200609;0;25;;;LaSerena;20200609
200610;0;19;;;LaSerena;20200610
200611;0;17;;;LaSerena;20200611
200612;0;14;;;LaSerena;20200612
200613;0;23;;;LaSerena;20200613
200614;0;15;;;LaSerena;20200614
200615;0;12;;;LaSerena;20200615
200616;0;8;;;LaSerena;20200616
200617;0;15;;;LaSerena;20200617
200618;0;15;;;LaSerena;20200618
200619;0;16;;;LaSerena;20200619
200620;0;10;;;LaSerena;20200620
200621;0;11;;;LaSerena;20200621
200622;0;14;;;LaSerena;20200622
200623;0;10;;;LaSerena;20200623
200624;0;9;;;LaSerena;20200624
200625;0;14;;;LaSerena;20200625
200626;0;22;;;LaSerena;20200626
200627;0;17;;;LaSerena;20200627
200628;0;11;;;LaSerena;20200628
200629;0;10;;;LaSerena;20200629
200630;0;12;;;LaSerena;20200630
200701;0;18;;;LaSerena;20200701
200702;0;18;;;LaSerena;20200702
200703;0;20;;;LaSerena;20200703
200704;0;11;;;LaSerena;20200704
200705;0;13;;;LaSerena;20200705
200706;0;14;;;LaSerena;20200706
200707;0;15;;;LaSerena;20200707
200708;0;15;;;LaSerena;20200708
200709;0;19;;;LaSerena;20200709
200710;0;20;;;LaSerena;20200710
200711;0;18;;;LaSerena;20200711
200712;0;16;;;LaSerena;20200712
200713;0;21;;;LaSerena;20200713
200714;0;18;;;LaSerena;20200714
200715;0;15;;;LaSerena;20200715
200716;0;11;;;LaSerena;20200716
200717;0;10;;;LaSerena;20200717
200718;0;11;;;LaSerena;20200718
200719;0;16;;;LaSerena;20200719
200720;0;8;;;LaSerena;20200720
200721;0;8;;;LaSerena;20200721
200722;0;6;;;LaSerena;20200722
200723;0;10;;;LaSerena;20200723
200724;0;9;;;LaSerena;20200724
200725;0;16;;;LaSerena;20200725
200726;0;;;;LaSerena;20200726
200727;0;18;;;LaSerena;20200727
200728;0;20;;;LaSerena;20200728
200729;0;24;;;LaSerena;20200729
200730;0;14;;;LaSerena;20200730
200731;0;14;;;LaSerena;20200731
200801;0;15;;;LaSerena;20200801
200802;0;13;;;LaSerena;20200802
200803;0;10;;;LaSerena;20200803
200804;0;8;;;LaSerena;20200804
200805;0;14;;;LaSerena;20200805
200806;0;14;;;LaSerena;20200806
200807;0;20;;;LaSerena;20200807
200808;0;21;;;LaSerena;20200808
200809;0;16;;;LaSerena;20200809
200810;0;17;;;LaSerena;20200810
200811;0;22;;;LaSerena;20200811
200812;0;15;;;LaSerena;20200812
200813;0;12;;;LaSerena;20200813
200814;0;13;;;LaSerena;20200814
200815;0;17;;;LaSerena;20200815
200816;0;20;;;LaSerena;20200816
200817;0;15;;;LaSerena;20200817
200818;0;12;;;LaSerena;20200818
200819;0;14;;;LaSerena;20200819
200820;0;21;;;LaSerena;20200820
200821;0;12;;;LaSerena;20200821
200822;0;12;;;LaSerena;20200822
200823;0;6;;;LaSerena;20200823
200824;0;9;;;LaSerena;20200824
200825;0;7;;;LaSerena;20200825
200826;0;6;;;LaSerena;20200826
200827;0;8;;;LaSerena;20200827
200828;0;9;;;LaSerena;20200828
200829;0;7;;;LaSerena;20200829
200830;0;11;;;LaSerena;20200830
200831;0;10;;;LaSerena;20200831
200901;0;8;;;LaSerena;20200901
200902;0;8;;;LaSerena;20200902
200903;0;13;;;LaSerena;20200903
200904;0;10;;;LaSerena;20200904
200905;0;8;;;LaSerena;20200905
200906;0;11;;;LaSerena;20200906
200907;0;10;;;LaSerena;20200907
200908;0;10;;;LaSerena;20200908
200909;0;9;;;LaSerena;20200909
200910;0;12;;;LaSerena;20200910
200911;0;12;;;LaSerena;20200911
200912;0;15;;;LaSerena;20200912
200913;0;15;;;LaSerena;20200913
200914;0;13;;;LaSerena;20200914
200915;0;9;;;LaSerena;20200915
200916;0;13;;;LaSerena;20200916
200917;0;17;;;LaSerena;20200917
200918;0;15;;;LaSerena;20200918
200919;0;8;;;LaSerena;20200919
200920;0;5;;;LaSerena;20200920
200921;0;8;;;LaSerena;20200921
200922;0;12;;;LaSerena;20200922
200923;0;11;;;LaSerena;20200923
200924;0;7;;;LaSerena;20200924
200925;0;6;;;LaSerena;20200925
200926;0;7;;;LaSerena;20200926
200927;0;10;;;LaSerena;20200927
200928;0;12;;;LaSerena;20200928
200929;0;9;;;LaSerena;20200929
200930;0;8;;;LaSerena;20200930
201001;0;11;;;LaSerena;20201001
201002;0;10;;;LaSerena;20201002
201003;0;9;;;LaSerena;20201003
201004;0;8;;;LaSerena;20201004
201005;0;11;;;LaSerena;20201005
201006;0;12;;;LaSerena;20201006
201007;0;14;;;LaSerena;20201007
201008;0;17;;;LaSerena;20201008
201009;0;15;;;LaSerena;20201009
201010;0;13;;;LaSerena;20201010
201011;0;9;;;LaSerena;20201011
201012;0;8;;;LaSerena;20201012
201013;0;8;;;LaSerena;20201013
201014;0;6;;;LaSerena;20201014
201015;0;6;;;LaSerena;20201015
201016;0;5;;;LaSerena;20201016
201017;0;9;;;LaSerena;20201017
201018;0;11;;;LaSerena;20201018
201019;0;12;;;LaSerena;20201019
201020;0;13;;;LaSerena;20201020
201021;0;11;;;LaSerena;20201021
201022;0;10;;;LaSerena;20201022
201023;0;6;;;LaSerena;20201023
201024;0;7;;;LaSerena;20201024
201025;0;7;;;LaSerena;20201025
201026;0;10;;;LaSerena;20201026
201027;0;7;;;LaSerena;20201027
201028;0;11;;;LaSerena;20201028
201029;0;12;;;LaSerena;20201029
201030;0;12;;;LaSerena;20201030
201031;0;9;;;LaSerena;20201031
201101;0;7;;;LaSerena;20201101
201102;0;7;;;LaSerena;20201102
201103;0;9;;;LaSerena;20201103
201104;0;4;;;LaSerena;20201104
201105;0;10;;;LaSerena;20201105
201106;0;13;;;LaSerena;20201106
201107;0;9;;;LaSerena;20201107
201108;0;7;;;LaSerena;20201108
201109;0;8;;;LaSerena;20201109
201110;0;4;;;LaSerena;20201110
201111;0;4;;;LaSerena;20201111
201112;0;5;;;LaSerena;20201112
201113;0;3;;;LaSerena;20201113
201114;0;7;;;LaSerena;20201114
201115;0;8;;;LaSerena;20201115
201116;0;7;;;LaSerena;20201116
201117;0;4;;;LaSerena;20201117
201118;0;6;;;LaSerena;20201118
201119;0;5;;;LaSerena;20201119
201120;0;4;;;LaSerena;20201120
201121;0;5;;;LaSerena;20201121
201122;0;6;;;LaSerena;20201122
201123;0;6;;;LaSerena;20201123
201124;0;9;;;LaSerena;20201124
201125;0;13;;;LaSerena;20201125
201126;0;11;;;LaSerena;20201126
201127;0;12;;;LaSerena;20201127
201128;0;8;;;LaSerena;20201128
201129;0;9;;;LaSerena;20201129
201130;0;13;;;LaSerena;20201130
201201;0;9;;;LaSerena;20201201
201202;0;10;;;LaSerena;20201202
201203;0;12;;;LaSerena;20201203
201204;0;11;;;LaSerena;20201204
201205;0;10;;;LaSerena;20201205
201206;0;8;;;LaSerena;20201206
201207;0;5;;;LaSerena;20201207
201208;0;6;;;LaSerena;20201208
201209;0;10;;;LaSerena;20201209
201210;0;10;;;LaSerena;20201210
201211;0;10;;;LaSerena;20201211
201212;0;10;;;LaSerena;20201212
201213;0;9;;;LaSerena;20201213
201214;0;10;;;LaSerena;20201214
201215;0;10;;;LaSerena;20201215
201216;0;9;;;LaSerena;20201216
201217;0;7;;;LaSerena;20201217
201218;0;8;;;LaSerena;20201218
201219;0;8;;;LaSerena;20201219
201220;0;8;;;LaSerena;20201220
201221;0;9;;;LaSerena;20201221
201222;0;7;;;LaSerena;20201222
201223;0;4;;;LaSerena;20201223
201224;0;5;;;LaSerena;20201224
201225;0;6;;;LaSerena;20201225
201226;0;6;;;LaSerena;20201226
201227;0;6;;;LaSerena;20201227
201228;0;4;;;LaSerena;20201228
201229;0;5;;;LaSerena;20201229
201230;0;9;;;LaSerena;20201230
201231;0;12;;;LaSerena;20201231
210101;0;8;;;LaSerena;20210101
210102;0;7;;;LaSerena;20210102
210103;0;8;;;LaSerena;20210103
210104;0;8;;;LaSerena;20210104
210105;0;9;;;LaSerena;20210105
210106;0;10;;;LaSerena;20210106
210107;0;10;;;LaSerena;20210107
210108;0;9;;;LaSerena;20210108
210109;0;9;;;LaSerena;20210109
210110;0;8;;;LaSerena;20210110
210111;0;7;;;LaSerena;20210111
210112;0;11;;;LaSerena;20210112
210113;0;11;;;LaSerena;20210113
210114;0;11;;;LaSerena;20210114
210115;0;10;;;LaSerena;20210115
210116;0;12;;;LaSerena;20210116
210117;0;14;;;LaSerena;20210117
210118;0;11;;;LaSerena;20210118
210119;0;9;;;LaSerena;20210119
210120;0;10;;;LaSerena;20210120
210121;0;8;;;LaSerena;20210121
210122;0;7;;;LaSerena;20210122
210123;0;5;;;LaSerena;20210123
210124;0;5;;;LaSerena;20210124
210125;0;5;;;LaSerena;20210125
210126;0;6;;;LaSerena;20210126
210127;0;11;;;LaSerena;20210127
210128;0;12;;;LaSerena;20210128
210129;0;8;;;LaSerena;20210129
210130;0;3;;;LaSerena;20210130
210131;0;3;;;LaSerena;20210131
210201;0;4;;;LaSerena;20210201
210202;0;6;;;LaSerena;20210202
210203;0;10;;;LaSerena;20210203
210204;0;8;;;LaSerena;20210204
210205;0;6;;;LaSerena;20210205
210206;0;7;;;LaSerena;20210206
210207;0;6;;;LaSerena;20210207
210208;0;6;;;LaSerena;20210208
210209;0;8;;;LaSerena;20210209
210210;0;7;;;LaSerena;20210210
210211;0;4;;;LaSerena;20210211
210212;0;7;;;LaSerena;20210212
210213;0;6;;;LaSerena;20210213
210214;0;8;;;LaSerena;20210214
210215;0;6;;;LaSerena;20210215
210216;0;7;;;LaSerena;20210216
210217;0;7;;;LaSerena;20210217
210218;0;6;;;LaSerena;20210218
210219;0;8;;;LaSerena;20210219
210220;0;8;;;LaSerena;20210220
210221;0;9;;;LaSerena;20210221
210222;0;8;;;LaSerena;20210222
210223;0;10;;;LaSerena;20210223
210224;0;10;;;LaSerena;20210224
210225;0;9;;;LaSerena;20210225
210226;0;7;;;LaSerena;20210226
210227;0;6;;;LaSerena;20210227
210228;0;8;;;LaSerena;20210228
210301;0;9;;;LaSerena;20210301
210302;0;8;;;LaSerena;20210302
210303;0;4;;;LaSerena;20210303
210304;0;4;;;LaSerena;20210304
210305;0;4;;;LaSerena;20210305
210306;0;3;;;LaSerena;20210306
210307;0;5;;;LaSerena;20210307
210308;0;7;;;LaSerena;20210308
210309;0;5;;;LaSerena;20210309
210310;0;7;;;LaSerena;20210310
210311;0;5;;;LaSerena;20210311
210312;0;7;;;LaSerena;20210312
210313;0;6;;;LaSerena;20210313
210314;0;5;;;LaSerena;20210314
210315;0;5;;;LaSerena;20210315
210316;0;5;;;LaSerena;20210316
210317;0;7;;;LaSerena;20210317
210318;0;7;;;LaSerena;20210318
210319;0;6;;;LaSerena;20210319
210320;0;6;;;LaSerena;20210320
210321;0;4;;;LaSerena;20210321
210322;0;7;;;LaSerena;20210322
210323;0;10;;;LaSerena;20210323
210324;0;10;;;LaSerena;20210324
210325;0;12;;;LaSerena;20210325
210326;0;14;;;LaSerena;20210326
210327;0;16;;;LaSerena;20210327
210328;0;15;;;LaSerena;20210328
210329;0;12;;;LaSerena;20210329
210330;0;12;;;LaSerena;20210330
210331;0;10;;;LaSerena;20210331
210401;0;15;;;LaSerena;20210401
210402;0;17;;;LaSerena;20210402
210403;0;15;;;LaSerena;20210403
210404;0;11;;;LaSerena;20210404
210405;0;9;;;LaSerena;20210405
210406;0;7;;;LaSerena;20210406
210407;0;6;;;LaSerena;20210407
210408;0;7;;;LaSerena;20210408
210409;0;9;;;LaSerena;20210409
210410;0;12;;;LaSerena;20210410
210411;0;13;;;LaSerena;20210411
210412;0;12;;;LaSerena;20210412
210413;0;11;;;LaSerena;20210413
210414;0;9;;;LaSerena;20210414
210415;0;7;;;LaSerena;20210415
210416;0;9;;;LaSerena;20210416
210417;0;9;;;LaSerena;20210417
210418;0;8;;;LaSerena;20210418
210419;0;7;;;LaSerena;20210419
210420;0;6;;;LaSerena;20210420
210421;0;9;;;LaSerena;20210421
210422;0;8;;;LaSerena;20210422
210423;0;8;;;LaSerena;20210423
210424;0;13;;;LaSerena;20210424
210425;0;17;;;LaSerena;20210425
210426;0;15;;;LaSerena;20210426
210427;0;13;;;LaSerena;20210427
210428;0;14;;;LaSerena;20210428
210429;0;13;;;LaSerena;20210429
210430;0;14;;;LaSerena;20210430
210501;0;14;;;LaSerena;20210501
210502;0;8;;;LaSerena;20210502
210503;0;9;;;LaSerena;20210503
210504;0;5;;;LaSerena;20210504
210505;0;6;;;LaSerena;20210505
210506;0;11;;;LaSerena;20210506
210507;0;11;;;LaSerena;20210507
210508;0;10;;;LaSerena;20210508
210509;0;13;;;LaSerena;20210509
210510;0;14;;;LaSerena;20210510
210511;0;15;;;LaSerena;20210511
210512;0;15;;;LaSerena;20210512
210513;0;14;;;LaSerena;20210513
210514;0;20;;;LaSerena;20210514
210515;0;28;;;LaSerena;20210515
210516;0;31;;;LaSerena;20210516
210517;0;21;;;LaSerena;20210517
210518;0;14;;;LaSerena;20210518
210519;0;11;;;LaSerena;20210519
210520;0;;;7;LaSerena;20210520
210521;0;;;2;LaSerena;20210521
210522;0;;;3;LaSerena;20210522
210523;0;;;6;LaSerena;20210523
210524;0;20;;;LaSerena;20210524
210525;0;24;;;LaSerena;20210525
210526;0;31;;;LaSerena;20210526
210527;0;23;;;LaSerena;20210527
210528;0;18;;;LaSerena;20210528
210529;0;13;;;LaSerena;20210529
210530;0;22;;;LaSerena;20210530
210531;0;25;;;LaSerena;20210531
210601;0;17;;;LaSerena;20210601
210602;0;11;;;LaSerena;20210602
210603;0;13;;;LaSerena;20210603
210604;0;8;;;LaSerena;20210604
210605;0;12;;;LaSerena;20210605
210606;0;12;;;LaSerena;20210606
210607;0;20;;;LaSerena;20210607
210608;0;26;;;LaSerena;20210608
210609;0;9;;;LaSerena;20210609
210610;0;14;;;LaSerena;20210610
210611;0;19;;;LaSerena;20210611
210612;0;16;;;LaSerena;20210612
210613;0;16;;;LaSerena;20210613
210614;0;19;;;LaSerena;20210614
210615;0;14;;;LaSerena;20210615
210616;0;14;;;LaSerena;20210616
210617;0;9;;;LaSerena;20210617
210618;0;13;;;LaSerena;20210618
210619;0;13;;;LaSerena;20210619
210620;0;14;;;LaSerena;20210620
210621;0;15;;;LaSerena;20210621
210622;0;13;;;LaSerena;20210622
210623;0;18;;;LaSerena;20210623
210624;0;11;;;LaSerena;20210624
210625;0;14;;;LaSerena;20210625
210626;0;16;;;LaSerena;20210626
210627;0;20;;;LaSerena;20210627
210628;0;27;;;LaSerena;20210628
210629;0;25;;;LaSerena;20210629
210630;0;23;;;LaSerena;20210630
210701;0;29;;;LaSerena;20210701
210702;0;42;;;LaSerena;20210702
210703;0;35;;;LaSerena;20210703
210704;0;18;;;LaSerena;20210704
210705;0;15;;;LaSerena;20210705
210706;0;13;;;LaSerena;20210706
210707;0;21;;;LaSerena;20210707
210708;0;18;;;LaSerena;20210708
210709;0;27;;;LaSerena;20210709
210710;0;28;;;LaSerena;20210710
210711;0;17;;;LaSerena;20210711
210712;0;13;;;LaSerena;20210712
210713;0;11;;;LaSerena;20210713
210714;0;15;;;LaSerena;20210714
210715;0;32;;;LaSerena;20210715
210716;0;40;;;LaSerena;20210716
210717;0;34;;;LaSerena;20210717
210718;0;25;;;LaSerena;20210718
210719;0;18;;;LaSerena;20210719
210720;0;19;;;LaSerena;20210720
210721;0;19;;;LaSerena;20210721
210722;0;18;;;LaSerena;20210722
210723;0;13;;;LaSerena;20210723
210724;0;14;;;LaSerena;20210724
210725;0;10;;;LaSerena;20210725
210726;0;12;;;LaSerena;20210726
210727;0;23;;;LaSerena;20210727
210728;0;21;;;LaSerena;20210728
210729;0;15;;;LaSerena;20210729
210730;0;18;;;LaSerena;20210730
210731;0;32;;;LaSerena;20210731
210801;0;33;;;LaSerena;20210801
210802;0;21;;;LaSerena;20210802
210803;0;;;;LaSerena;20210803
210804;0;12;;;LaSerena;20210804
210805;0;12;;;LaSerena;20210805
210806;0;11;;;LaSerena;20210806
210807;0;11;;;LaSerena;20210807
210808;0;7;;;LaSerena;20210808
210809;0;12;;;LaSerena;20210809
210810;0;23;;;LaSerena;20210810
210811;0;24;;;LaSerena;20210811
210812;0;21;;;LaSerena;20210812
210813;0;19;;;LaSerena;20210813
210814;0;25;;;LaSerena;20210814
210815;0;20;;;LaSerena;20210815
210816;0;14;;;LaSerena;20210816
210817;0;8;;;LaSerena;20210817
210818;0;9;;;LaSerena;20210818
210819;0;8;;;LaSerena;20210819
210820;0;14;;;LaSerena;20210820
210821;0;16;;;LaSerena;20210821
210822;0;14;;;LaSerena;20210822
210823;0;9;;;LaSerena;20210823
210824;0;7;;;LaSerena;20210824
210825;0;9;;;LaSerena;20210825
210826;0;11;;;LaSerena;20210826
210827;0;14;;;LaSerena;20210827
210828;0;17;;;LaSerena;20210828
210829;0;10;;;LaSerena;20210829
210830;0;5;;;LaSerena;20210830
210831;0;7;;;LaSerena;20210831
210901;0;11;;;LaSerena;20210901
210902;0;9;;;LaSerena;20210902
